ID,POS,Name,Age,Prone,INT,WE,B,T,POT,STU P,MOV P,CONT P,FBP,CHP,CBP,SLP,SIP,SPP,CTP,FOP,CCP,SCP,KNP,PIT,VELO,HLD,STM,KCP,Slot,PT,G/F,CON P,GAP P,POW P,EYE P,K P,C ABI,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,SPE,STE,RUN,DEM,Sign,SctAcc
56714,SP,DUSTY BUSSI,18,Normal,Low,Normal,R,R,40,45,40,60,45,55,45,50,-,45,-,45,-,-,-,6,86-88 Mph,65,55,-,Normal (3/4),Finesse,NEU,25,30,25,20,25,20,20,35,30,45,30,30,25,35,25,20,35,$700k,Normal,Very High
56715,SP,Josh Green,18,Normal,Normal,Normal,R,R,25,40,45,55,60,20,-,65,-,-,-,-,-,-,-,3,91-93 Mph,50,70,-,Over the Top,Normal,NEU,25,35,25,25,35,20,20,30,25,45,25,30,25,35,25,20,30,Slot,Extremely Hard,High
56716,RF,Jules Birley,18,Normal,Normal,Low,L,L,25,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Sidearm,Normal,FB,35,45,40,50,45,20,20,35,30,40,20,50,35,55,30,30,25,$550k,Extremely Hard,Very High
56717,SP,Eric Lupton,18,Durable,Normal,Normal,R,R,20,35,30,40,-,55,25,-,-,-,45,-,-,-,-,4,86-88 Mph,45,70,30,Normal (3/4),Normal,NEU,20,30,20,20,20,20,20,30,20,50,25,25,35,55,25,20,20,Slot,Extremely Hard,Very High
56718,CF,Mike DeGarmo,18,Durable,Normal,Low,L,L,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,NEU,40,45,20,50,50,20,20,55,45,40,20,55,45,50,55,40,30,Slot,Hard,Very High
56719,SP,Pat Hill,18,Durable,Normal,Low,R,L,20,30,25,40,-,20,55,-,-,-,45,-,-,-,-,3,83-85 Mph,65,70,-,Normal (3/4),Normal,NEU,35,25,20,25,45,20,20,30,35,50,20,30,25,30,40,20,20,Slot,Normal,Very High
56720,SP,Eric Maroun,18,Durable,Normal,Low,R,R,20,25,30,35,35,25,45,-,-,-,-,-,-,-,-,3,83-85 Mph,45,60,-,Normal (3/4),Normal,NEU,25,30,25,25,35,20,20,25,30,40,25,35,25,30,30,20,30,Slot,Hard,High
56721,C,Dave Guidera,18,Durable,Normal,Normal,R,R,20,20,25,25,25,-,-,-,-,-,-,-,-,-,-,1,83-85 Mph,20,20,-,Normal (3/4),Normal,EX FB,35,40,40,40,45,45,40,30,35,35,20,35,30,30,35,45,50,Slot,Hard,Very High
56722,CF,Alvin Daly,18,Normal,Normal,High,L,L,25,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Over the Top,Normal,FB,40,35,25,50,50,25,20,45,35,50,20,55,40,65,60,55,40,Slot,Extremely Hard,High
56723,SP,Manny Soto,18,Durable,Low,Low,R,R,20,25,30,30,35,30,45,-,-,-,-,-,-,-,-,3,83-85 Mph,40,70,-,Normal (3/4),Normal,FB,35,30,20,25,50,20,20,25,20,35,20,25,25,40,30,20,20,Slot,Extremely Hard,Very High
56724,SP,Devon Brenner,18,Normal,Normal,Low,L,L,20,25,30,45,40,20,55,-,-,-,-,-,-,-,-,3,83-85 Mph,70,55,-,Normal (3/4),Normal,NEU,25,25,20,20,25,20,20,30,30,45,20,30,25,30,25,20,20,Slot,Extremely Hard,Very High
56725,C,Jose Arroyo,17,Normal,Normal,Low,R,R,20,20,25,25,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Sidearm,Normal,FB,35,30,40,50,45,45,50,30,45,35,25,20,45,35,20,25,20,Slot,Extremely Hard,High
56726,SP,Kory Dollins,18,Normal,Normal,High,R,R,20,40,30,40,50,25,65,-,-,-,-,-,-,-,-,3,88-90 Mph,60,65,-,Normal (3/4),Normal,NEU,20,30,20,25,25,20,20,40,25,60,20,45,30,30,25,25,20,Impossible,Impossible,High
56741,C,MIKE REED,22,Normal,Normal,Normal,R,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Over the Top,Normal,FB,30,40,30,45,45,65,40,35,30,40,25,35,35,40,25,20,25,Slot,Normal,High
56742,SP,Jimmy Fox,21,Normal,Normal,Normal,L,R,20,45,30,40,55,40,40,50,-,45,-,-,-,-,-,6,93-95 Mph,60,55,50,Normal (3/4),Normal,NEU,30,30,25,25,35,20,20,35,30,40,35,30,35,25,20,20,20,Slot,Normal,Very High
56743,C,Jim Holland,18,Durable,Normal,Normal,R,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Over the Top,Normal,EX FB,35,35,30,45,50,45,45,35,25,45,25,30,40,40,20,20,30,Slot,Extremely Hard,High
56744,CF,T.J. Cardot,18,Durable,Normal,Low,R,R,25,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,EX FB,30,35,40,45,45,20,20,65,55,45,60,65,50,60,70,40,40,Slot,Hard,Very High
56745,3B,Steve Hillyer,18,Normal,Normal,High,R,R,25,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Over the Top,Normal,FB,35,30,40,50,55,25,20,45,40,50,35,30,45,50,35,35,45,Slot,Extremely Hard,High
56746,SP,ERIC MARTIN,18,Normal,Normal,Normal,R,R,50,50,50,50,60,45,55,-,-,60,-,-,-,-,-,4,94-96 Mph,35,60,-,Normal (3/4),GB'er,GB,35,30,20,25,50,20,20,35,25,45,25,30,35,25,35,20,20,$1.5m,Extremely Hard,Very High
56747,SP,Arturo Solis,21,Normal,Normal,Normal,L,L,20,35,30,35,55,25,60,-,-,-,-,-,-,-,-,3,89-91 Mph,75,70,-,Normal (3/4),Normal,FB,30,30,20,25,40,20,20,40,20,50,20,25,25,25,20,25,20,Slot,Hard,High
56748,3B,Kendrick Townsend,17,Normal,Normal,Normal,R,R,25,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,40,50,45,45,45,20,20,40,35,55,30,45,40,50,30,20,20,Slot,Extremely Hard,Very High
56749,SP,Steve Perry,21,Normal,High,Normal,R,R,20,35,25,40,50,20,55,-,-,-,-,-,-,-,-,3,88-90 Mph,50,60,-,Normal (3/4),Normal,FB,30,30,20,20,45,20,20,40,30,45,40,50,30,25,20,20,20,Slot,Hard,High
56750,SS,Eddie Campbell,21,Normal,Normal,Normal,R,R,25,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Over the Top,Normal,FB,35,35,30,30,55,20,20,65,45,55,65,50,50,55,40,45,30,Slot,Extremely Hard,Very High
56751,LF,Brad Lee,21,Durable,Normal,Low,L,L,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,EX FB,30,45,40,40,30,20,20,30,35,45,20,40,50,55,40,50,40,Slot,Easy,Very High
56752,CF,Navin Ramanakoppa,21,Normal,Normal,High,R,R,25,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Over the Top,Normal,FB,30,40,40,50,35,20,20,35,35,55,25,60,55,60,60,50,50,Slot,Easy,High
56753,SP,Chris Cheeseman,21,Normal,High,Low,L,L,20,35,25,30,45,45,-,45,-,40,-,40,40,-,-,6,88-90 Mph,70,65,-,Over the Top,Normal,FB,35,30,25,25,55,20,25,35,35,55,20,35,20,30,30,20,30,Slot,Normal,Very High
56754,RP,Greg Gray,22,Normal,Normal,High,R,R,20,40,30,30,45,-,-,55,-,-,-,-,-,-,-,2,88-90 Mph,50,30,-,Normal (3/4),Normal,NEU,20,30,20,25,25,20,20,40,30,45,20,40,35,50,20,20,20,Slot,Normal,High
56755,RF,DAVID BARAJAS,21,Durable,Normal,High,L,L,55,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,55,60,60,55,55,20,20,40,35,55,20,45,60,70,30,20,20,$3.4m,Easy,Very High
56756,3B,JOSH FRANKUM,17,Durable,Low,Normal,R,R,45,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,50,60,50,35,60,20,20,50,45,75,35,50,45,65,50,50,45,$1.1m,Extremely Hard,Very High
56757,SP,RANDY LEEDLE,21,Normal,Low,High,L,L,35,50,50,35,65,60,-,-,-,65,-,-,-,-,-,3,95-97 Mph,55,65,-,Over the Top,Power,NEU,35,30,25,25,45,20,20,35,30,50,20,45,25,30,25,20,20,$600k,Normal,Very High
56758,3B,Mike Kline,21,Normal,Normal,Normal,R,R,30,45,45,40,60,-,-,70,-,-,-,-,-,-,-,2,92-94 Mph,55,40,-,Sidearm,Normal,NEU,40,40,40,40,50,25,25,55,50,65,40,55,45,65,30,40,35,Slot,Normal,High
56759,C,SEAN BERKOVIC,18,Normal,Normal,Normal,S,R,20,30,30,35,40,50,50,-,-,30,-,-,-,-,-,4,85-87 Mph,30,60,-,Over the Top,Normal,NEU,30,35,30,45,40,55,45,30,45,40,25,40,50,35,20,20,20,Slot,Extremely Hard,Very High
56760,2B,Doug Lightle,22,Normal,Normal,Normal,R,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,35,45,30,40,50,20,20,60,40,35,60,30,45,30,50,55,60,Slot,Hard,High
56761,SS,Ron Robinson,22,Normal,Normal,High,R,R,30,20,25,25,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,40,50,45,40,50,20,20,60,70,45,65,50,50,45,45,45,35,Slot,Normal,Very High
56762,SP,Eric Yandel,21,Normal,Normal,Normal,R,R,20,40,25,30,-,65,30,-,-,-,35,45,-,-,-,4,89-91 Mph,45,70,-,Normal (3/4),Normal,NEU,25,25,20,20,25,20,20,35,20,65,40,35,40,30,25,20,20,Slot,Normal,Very High
56763,SP,Jose Aguirre,18,Normal,Normal,Normal,L,L,20,25,25,35,35,25,40,-,-,-,-,-,-,-,-,3,80-83 Mph,65,50,-,Normal (3/4),Normal,NEU,25,25,20,35,30,20,20,25,20,45,20,30,25,25,30,20,20,Slot,Extremely Hard,Very High
56764,C,T.J. Greufe,18,Normal,Normal,Normal,S,R,20,20,25,25,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,30,35,30,45,40,35,35,30,35,35,25,20,25,35,40,30,30,Slot,Hard,High
56765,C,Tim Harris,17,Normal,Normal,Low,R,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,NEU,30,45,35,50,40,50,35,35,30,35,20,35,25,30,40,30,20,Slot,Extremely Hard,Very High
56766,SP,Jesus Heredia,21,Normal,High,Normal,L,L,20,40,30,45,50,55,50,-,-,-,-,-,-,-,-,3,90-92 Mph,65,50,-,Normal (3/4),Normal,NEU,20,25,30,20,25,20,25,40,35,40,20,30,25,30,30,20,20,Slot,Easy,High
56767,CF,Chad Esposito,18,Durable,Normal,Normal,L,R,30,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,40,55,35,40,50,20,20,50,40,55,45,55,55,60,60,45,40,Slot,Extremely Hard,Very High
56768,SP,Joe Curran,21,Normal,Normal,Low,L,L,20,35,25,35,50,20,-,45,-,-,45,-,-,-,-,4,88-90 Mph,80,60,-,Over the Top,Normal,FB,30,30,25,25,40,20,25,35,20,65,20,40,55,30,25,20,20,Slot,Normal,High
56769,LF,Mike Powers,21,Durable,Normal,Normal,R,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Over the Top,Normal,FB,35,35,35,45,45,20,20,45,40,55,35,40,50,70,50,45,40,Slot,Hard,High
56770,SP,Josh Hanson,18,Normal,Normal,Low,L,L,20,30,25,40,-,20,-,-,-,-,40,-,-,-,-,3,85-87 Mph,75,75,45,Normal (3/4),Normal,NEU,25,30,20,25,35,20,20,30,30,55,20,35,30,35,30,20,25,Slot,Extremely Hard,Very High
56771,SS,Jerry Bess,22,Normal,Normal,Normal,R,R,20,20,25,25,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,EX FB,35,35,20,40,55,20,25,65,45,80,65,50,40,75,70,35,35,Slot,Hard,Very High
56772,SP,GREG MCDONALD,21,Normal,Normal,Normal,R,R,50,50,55,50,60,50,-,50,-,-,60,-,-,-,-,4,97-99 Mph,50,60,-,Normal (3/4),GB'er,GB,35,30,20,25,50,20,25,35,20,55,25,45,30,40,30,20,20,$3.0m,Easy,Very High
56773,SP,Brad Menze,17,Normal,Normal,High,R,R,35,45,45,50,55,-,60,55,-,-,-,-,-,-,-,3,89-91 Mph,35,50,-,Normal (3/4),Normal,NEU,25,25,20,25,35,20,20,25,30,50,25,25,25,35,25,20,20,$850k,Hard,Very High
56774,CF,Chris Barnett,21,Durable,Normal,Normal,L,L,30,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,25,-,Over the Top,Normal,NEU,40,40,35,40,50,25,20,45,30,45,20,65,45,45,65,50,50,Slot,Extremely Hard,Very High
56775,CF,Brad Girard,18,Normal,Low,High,R,R,25,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,40,50,25,50,55,20,20,45,30,30,30,55,40,40,50,50,50,Slot,Extremely Hard,Very High
56776,SP,Danny Goldfarb,18,Normal,High,Normal,R,R,20,35,25,35,45,50,-,45,-,-,-,-,-,-,-,3,87-89 Mph,35,55,-,Normal (3/4),Normal,FB,35,25,20,25,45,20,20,35,40,35,25,35,30,30,20,20,20,Slot,Extremely Hard,Very High
56777,SP,Beau White,22,Normal,Normal,Low,R,R,20,45,30,35,70,-,-,-,-,-,-,-,65,-,-,2,94-96 Mph,35,75,-,Normal (3/4),Normal,NEU,25,25,25,20,30,20,20,40,35,50,25,45,25,45,20,20,20,Slot,Normal,Very High
56778,RF,Kevin Foley,17,Durable,Low,Low,L,L,20,20,25,25,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Over the Top,Normal,FB,40,35,25,45,50,20,20,25,25,50,20,45,45,65,55,40,45,Slot,Extremely Hard,Very High
56779,SP,Steve Salvaggio,21,Normal,Low,Normal,R,R,20,40,30,40,55,25,-,-,-,55,-,-,-,-,-,3,90-92 Mph,30,65,-,Normal (3/4),Normal,NEU,20,30,20,20,25,20,20,35,20,55,25,45,35,30,40,25,35,Slot,Normal,Very High
56780,RP,Bret Ludwig,21,Normal,High,Normal,R,L,20,35,25,25,40,35,45,40,-,-,-,-,20,-,-,5,86-88 Mph,55,45,-,Over the Top,Normal,FB,25,30,20,25,30,25,20,35,30,45,20,45,45,35,25,20,20,Slot,Hard,High
56781,2B,Chad Gehring,21,Durable,Normal,Normal,R,R,20,20,25,25,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Sidearm,Normal,NEU,40,40,30,35,55,20,20,55,55,45,65,45,50,35,45,50,45,Slot,Very Easy,High
56782,CF,Sean Hebert,18,Normal,Normal,Low,L,L,25,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,35,30,35,45,45,20,20,50,40,30,25,60,50,45,70,60,60,Slot,Extremely Hard,Very High
56783,SS,Alex Mata,18,Normal,Normal,Normal,R,R,20,35,30,40,50,25,-,60,-,-,-,-,-,-,-,3,87-89 Mph,70,65,-,Sidearm,Normal,NEU,35,45,35,35,50,20,20,35,40,55,45,45,40,50,50,40,30,Slot,Hard,Very High
56784,3B,Stephen Loder,21,Normal,Normal,Normal,R,R,35,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,45,50,45,30,65,20,20,50,50,60,40,40,40,60,35,20,20,$300k,Normal,High
56785,RF,Jonathan Foster,21,Normal,Normal,Normal,L,L,30,20,25,25,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,40,35,40,45,45,20,20,50,45,50,20,50,55,55,35,30,35,Slot,Easy,High
56786,SS,Dave Clements,18,Normal,Normal,High,R,R,30,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,45,40,40,25,75,20,20,55,50,60,50,35,40,60,60,60,50,$500k,Extremely Hard,Very High
56787,SP,Jon Williamson,22,Normal,Normal,Low,R,R,20,30,25,30,45,40,40,-,-,-,-,-,-,-,-,3,88-90 Mph,70,55,-,Over the Top,Normal,NEU,30,30,25,20,40,20,20,30,30,50,25,30,30,35,20,20,20,Slot,Hard,High
56788,1B,Jon Kirian,18,Normal,Normal,High,L,L,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,30,45,50,50,35,20,25,50,30,30,20,25,20,40,25,25,25,Slot,Extremely Hard,High
56789,SP,Dave Rogers,18,Durable,Low,Normal,L,R,20,35,30,40,40,50,-,45,-,-,-,35,-,-,-,4,86-88 Mph,35,65,-,Over the Top,Normal,NEU,35,25,30,25,55,25,20,30,30,35,25,30,30,25,35,25,30,Slot,Extremely Hard,High
56790,SP,Freddy Stroz,21,Durable,Normal,Normal,L,R,35,40,60,55,-,25,50,-,55,-,-,55,-,-,-,4,90-92 Mph,45,45,-,Normal (3/4),GB'er,EX GB,30,30,20,25,40,20,25,25,30,55,35,30,20,30,25,20,20,$420k,Normal,Very High
56791,2B,Brad Scroggins,18,Normal,Normal,Low,S,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,NEU,30,30,25,35,45,20,20,50,40,40,50,25,40,30,45,50,50,Slot,Extremely Hard,High
56792,SP,Jonathan Christopher,21,Normal,High,Normal,R,R,20,35,30,35,-,45,35,-,-,40,40,40,-,-,-,5,88-90 Mph,35,65,-,Normal (3/4),Normal,NEU,25,30,20,25,35,20,25,35,30,60,30,30,35,25,25,25,20,Slot,Hard,Very High
56793,RF,Jeremy Randall,22,Normal,Normal,Low,L,L,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,30,40,30,50,30,20,20,40,35,45,20,55,45,60,60,30,20,Slot,Hard,Very High
56794,SP,Dusty Lawrence,21,Normal,Normal,High,R,R,35,40,40,50,55,60,55,-,-,-,-,-,-,-,-,3,90-92 Mph,35,65,-,Normal (3/4),Normal,NEU,30,30,20,25,50,20,20,35,20,55,25,35,30,45,25,20,20,$400k,Hard,Very High
56795,SP,Bobby Mahoney,21,Durable,Normal,High,L,R,20,35,25,40,40,55,-,-,-,40,-,-,-,-,-,3,87-89 Mph,60,55,-,Normal (3/4),Normal,NEU,45,30,20,25,60,20,20,35,30,45,20,30,25,30,20,20,20,Slot,Hard,Very High
56796,SP,DAVE HULSING,21,Durable,Low,Normal,L,L,40,50,55,40,65,25,-,-,-,55,60,-,-,-,-,4,92-94 Mph,70,55,-,Normal (3/4),GB'er,GB,30,30,20,25,35,20,20,30,30,50,20,35,35,30,35,20,30,$3.8m,Hard,Very High
56797,C,Dan Norris,18,Normal,High,Low,S,R,25,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,35,40,35,50,40,50,40,35,40,35,25,35,50,35,20,20,25,Slot,Extremely Hard,High
56798,SP,Bret Marlar,22,Normal,Normal,Normal,L,L,20,35,25,35,45,45,-,40,-,-,-,40,-,-,-,4,88-90 Mph,55,75,-,Normal (3/4),Normal,FB,30,30,20,30,50,20,25,30,30,35,20,30,30,35,20,30,45,Slot,Normal,Very High
56799,C,T.J. Diaz,21,Durable,Normal,Normal,S,R,20,20,25,25,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,25,30,30,40,30,55,35,25,40,30,25,30,30,25,20,20,20,Slot,Hard,Very High
56800,SP,Eric Moon,22,Durable,Normal,Normal,R,R,20,30,25,35,40,40,-,40,-,-,-,-,-,-,-,3,87-89 Mph,65,65,-,Normal (3/4),Normal,FB,30,30,30,25,40,25,20,35,35,45,35,35,25,40,30,20,20,Slot,Easy,Very High
56801,1B,Bruce Nunn,22,Durable,Normal,Normal,L,L,30,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Over the Top,Normal,FB,35,45,50,40,40,20,20,50,50,35,20,35,35,20,45,35,40,Slot,Normal,High
56802,RF,Josh Recore,21,Durable,High,Normal,S,L,20,20,25,25,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Over the Top,Normal,FB,30,35,35,40,45,20,20,25,25,40,20,45,45,50,65,55,55,Slot,Extremely Hard,Very High
56803,CL,Jared Mickens,21,Normal,High,Low,R,R,20,40,40,40,45,60,-,30,-,-,-,-,-,-,-,3,88-90 Mph,35,25,-,Over the Top,Normal,NEU,30,25,20,25,40,20,20,35,35,45,35,35,35,25,25,30,20,Slot,Easy,High
56804,SP,Ken Decker,21,Fragile,Normal,Normal,R,R,20,45,30,40,55,45,50,-,-,40,-,50,40,-,-,6,94-96 Mph,65,70,-,Normal (3/4),Normal,NEU,20,30,20,25,25,20,20,25,35,60,25,35,25,35,30,30,40,Slot,Normal,Very High
56805,3B,ALEX AVILA,21,Normal,Normal,High,R,R,35,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,40,45,40,40,55,25,20,55,50,80,40,50,60,75,40,40,35,$220k,Easy,Very High
56806,SS,Josiah Turner,18,Normal,Low,Normal,L,R,20,30,25,40,40,25,55,-,-,-,-,-,-,-,-,3,84-86 Mph,50,35,-,Normal (3/4),Normal,NEU,30,35,25,30,40,20,20,35,60,50,55,35,45,55,55,45,40,Slot,Extremely Hard,High
56807,SP,KEVIN WESTCOTT,21,Durable,Low,Normal,L,L,35,45,45,40,55,40,45,55,-,50,-,-,-,-,-,5,92-94 Mph,60,60,-,Normal (3/4),Normal,NEU,50,55,50,50,60,20,20,30,35,55,25,55,50,60,40,20,30,$230k,Normal,Very High
56808,3B,Dave Johnston,17,Normal,Normal,Normal,R,R,25,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,45,45,30,30,65,20,20,60,55,60,45,50,55,55,65,60,60,Slot,Extremely Hard,High
56809,SP,C.J. Burton,21,Durable,Normal,Normal,R,R,20,35,25,30,45,50,25,-,-,45,-,-,-,-,-,4,89-91 Mph,45,45,-,Normal (3/4),Normal,NEU,25,25,25,20,25,20,20,25,25,55,25,30,50,30,30,20,20,Slot,Hard,Very High
56810,SP,Al Wood,21,Normal,Low,Normal,L,R,20,40,30,35,50,-,-,45,-,-,-,-,55,-,-,3,88-90 Mph,35,70,-,Normal (3/4),Normal,FB,25,25,25,20,30,20,20,35,35,50,25,50,45,35,30,20,20,Slot,Normal,High
56811,SP,Jeremiah Williams,21,Normal,Normal,Normal,L,R,40,45,35,55,60,60,50,-,-,-,-,-,-,-,-,3,92-94 Mph,55,65,-,Normal (3/4),Normal,NEU,40,30,25,25,60,20,20,40,20,55,25,35,35,35,25,20,20,$850k,Hard,Very High
56812,C,Jaime McFadden,21,Normal,Normal,Normal,R,R,25,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Over the Top,Normal,FB,40,60,40,35,50,50,50,45,45,55,45,40,50,50,20,30,20,$280k,Hard,Very High
56813,3B,Juan Quezada,21,Normal,Normal,Normal,R,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,EX FB,30,40,35,40,40,20,20,40,35,65,35,30,35,65,35,35,40,Slot,Hard,Very High
56814,SP,Chris Mullholand,18,Normal,Normal,Normal,R,R,20,35,30,40,50,25,60,-,-,-,-,-,-,-,-,3,86-88 Mph,60,75,-,Over the Top,Normal,NEU,25,25,20,25,30,20,20,30,25,55,25,20,25,20,30,25,20,Slot,Extremely Hard,High
56815,SP,TIM NIGRO,18,Durable,Normal,Normal,R,R,50,50,50,60,65,55,55,-,-,45,-,-,-,-,-,4,90-92 Mph,50,55,-,Over the Top,GB'er,GB,30,30,20,25,45,20,20,30,35,50,25,45,25,45,30,20,20,$7.0m,Extremely Hard,Very High
56816,CF,Tyshawn Durant,22,Fragile,Normal,High,R,R,20,30,25,35,40,40,-,-,-,-,35,-,-,-,-,3,87-89 Mph,60,55,-,Normal (3/4),Normal,NEU,30,35,35,45,45,25,20,35,25,45,25,55,45,35,55,50,45,Slot,Normal,High
56817,2B,Jake Kenna,21,Normal,Normal,Normal,R,R,25,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,NEU,45,60,40,30,60,20,20,45,55,35,50,50,45,30,70,50,55,$410k,Hard,High
56818,SP,Micah Drish,21,Normal,Normal,High,L,L,20,35,25,35,45,25,-,60,-,-,-,-,-,-,-,3,86-88 Mph,55,60,-,Normal (3/4),Normal,NEU,30,30,20,25,45,25,20,25,25,65,20,20,30,25,25,20,25,Slot,Normal,Very High
56819,1B,Andy Eckloff,22,Durable,Normal,Normal,L,R,20,20,25,25,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,35,30,45,45,40,20,20,35,35,30,25,35,25,35,30,30,25,Slot,Normal,Very High
56820,SP,Ben Watkins,18,Normal,Low,Normal,R,R,25,45,55,45,60,25,-,-,60,-,-,-,-,-,-,3,88-90 Mph,30,70,-,Normal (3/4),GB'er,GB,25,30,25,20,25,20,25,30,30,45,30,30,20,35,35,25,20,Slot,Hard,Very High
56821,SP,Ken Wainwright,21,Normal,High,Normal,R,R,20,35,25,35,50,-,65,-,-,-,-,-,-,-,-,2,91-93 Mph,40,55,-,Normal (3/4),Normal,FB,30,25,20,20,40,20,20,25,45,40,20,25,30,35,40,35,25,Slot,Normal,Very High
56822,SP,Tim Waggoner,22,Durable,Normal,Normal,R,R,30,45,45,45,65,50,-,50,-,-,-,-,-,-,-,3,95-97 Mph,70,45,-,Sidearm,Power,GB,40,40,20,45,55,20,20,30,30,50,25,40,50,50,30,30,20,$260k,Normal,Very High
56823,RP,C.J. Rezek,21,Normal,Normal,Normal,S,R,60,65,50,50,75,-,-,-,-,60,-,-,-,-,-,2,95-97 Mph,45,45,-,Normal (3/4),Power,NEU,30,30,20,25,45,20,20,25,25,70,30,20,20,30,30,30,20,$160k,Very Easy,Very High
56824,SP,Jim Resch,21,Durable,Normal,High,L,R,20,40,40,40,-,60,-,35,-,-,60,-,-,-,-,3,94-96 Mph,75,55,-,Normal (3/4),Normal,NEU,40,40,40,40,60,20,20,40,60,55,60,55,50,55,40,30,30,Slot,Normal,High
56825,CF,Zach Bentley,21,Normal,Normal,High,L,L,30,30,25,35,40,40,45,-,-,-,-,-,-,-,-,3,86-88 Mph,70,55,-,Normal (3/4),Normal,FB,40,35,30,45,45,20,25,30,25,40,20,65,45,50,65,65,75,Slot,Normal,Very High
